"Plant.Name"	"plant.id"	"plant_code"	"RPS.ID"	"ARB.ID"	"Unit"	"Start.Date"	"Retired.Unit"	"Retire.Date"	"CA.ISO.Resource.ID"	"CA.ISO.Generating.Unit.Name"	"Company.Owner.Name"	"City"	"County"	"State"
"La Grange"	"H0276"	440	""	NA	"2"	"11/1/1989"	FALSE	""	""	""	"Turlock Irrigation Distict"	"La Grange"	"Stanislaus"	"CA"
"La Grange"	"H0276"	440	""	NA	"342321"	"11/1/1989"	FALSE	""	""	""	"Turlock Irrigation Distict"	"La Grange"	"Stanislaus"	"CA"
"Lake Mathews"	"H0282"	6644	""	NA	"1"	"5/1/1980"	FALSE	""	"MIRLOM_7_MWDLKM"	"LAKE MATHEWS HYDRO RECOVERY PLANT"	"Metropolitan Water District"	"Riverside"	"Riverside"	"CA"
"Lake Mendocino"	"H0283"	7489	""	NA	"G1"	"5/1/1987"	FALSE	""	"UKIAH_7_LAKEMN"	"Lake Mendocino Hydro"	"City of Ukiah"	"Ukiah"	"Mendocino"	"CA"
"Lake Mendocino"	"H0283"	7489	""	NA	"G2"	"5/1/1987"	FALSE	""	"UKIAH_7_LAKEMN"	"Lake Mendocino Hydro"	"City of Ukiah"	"Ukiah"	"Mendocino"	"CA"
"Box Canyon"	"H0284"	50179	""	NA	"48-1"	"6/8/1986"	FALSE	""	""	""	"Siskiyou County"	"Mt. Shasta"	"Siskiyou"	"CA"
"Box Canyon"	"H0284"	50179	""	NA	"48-2"	"6/8/1986"	FALSE	""	""	""	"Siskiyou County"	"Mt. Shasta"	"Siskiyou"	"CA"
"Lewiston"	"H0286"	977	""	NA	"1"	"2/1/1964"	FALSE	""	"LEWSTN_7_UNIT 1"	"Lewiston"	"United States Bureau of Reclamation"	"Unincorporated"	"Trinity"	"CA"
"Lime Saddle"	"H0287"	255	""	NA	"1"	"8/1/1906"	FALSE	""	"CLRKRD_6_LIMESD"	"LIME SADDLE"	"Pacific Gas & Electric (PG&E)"	"Oroville"	"Butte"	"CA"
"Lime Saddle"	"H0287"	255	""	NA	"2"	"8/1/1906"	FALSE	""	"CLRKRD_6_LIMESD"	"LIME SADDLE"	"Pacific Gas & Electric (PG&E)"	"Oroville"	"Butte"	"CA"
"Loon Lake"	"H0289"	432	""	NA	"Unit 1"	"9/1/1971"	FALSE	""	""	""	"Sacramento Municipal Utility District (SMUD)"	"Forresthill"	"El Dorado"	"CA"
"Lundy"	"H0296"	342	""	NA	"1"	"12/1/1911"	FALSE	""	"CONTRL_1_LUNDY"	"LUNDY HYDRO PLANT (AGGREGATE)"	"Southern California Edison (SCE)"	"Lee Vining"	"Mono"	"CA"
"Lytle Creek"	"H0298"	343	""	NA	"1"	"7/21/1947"	FALSE	""	"ETIWND_2_FONTNA"	"FONTANA/LYTLE CREEK HYDRO (AGGREGATE)"	"Southern California Edison (SCE)"	"Lytle Creek"	"San Bernardino"	"CA"
"Canal Creek (RETA)"	"H0300"	461	""	NA	"1"	"8/1/1983"	FALSE	""	"CURIS_1_QF"	""	"Merced Irrigation District"	"Nipomo"	"Merced"	"CA"
"Fairfield"	"H0301"	459	""	NA	"1"	"6/1/1983"	FALSE	""	"CURIS_1_QF"	""	"Merced Irrigation District"	"Nipomo"	"Merced"	"CA"
"Madera Canal (Station 980  1174  1302  1923)"	"H0310"	50322	""	NA	"980"	"2/1/1985"	FALSE	""	"STOREY_7_MDRCHW"	"Madera Canal Site 980"	"Madera-Chowchilla Water Power Authority"	"Madera"	"Madera"	"CA"
"Muck Valley Hydroelectric"	"H0311"	10458	""	NA	"GEN1"	"12/1/1988"	FALSE	""	"MALCHQ_7_UNIT 1"	"MALACHA HYDRO L.P."	"Malacha Hydro Ltd Partnership"	"McArthur"	"Lassen"	"CA"
"Mammoth Pool"	"H0313"	344	""	NA	"UNIT 1"	"3/1/1960"	FALSE	""	"MAMMTH_7_UNIT 2"	"Big Creek - Mammoth Pool Unit 2"	"Southern California Edison (SCE)"	"North Fork"	"Madera"	"CA"
"McSwain"	"H0316"	410	""	NA	"MCS-1"	"7/1/1967"	FALSE	""	"MCSWAN_6_UNITS"	"Mc SWAIN"	"Merced Irrigation District"	"Unincorporated"	"Mariposa"	"CA"
"Hatchet Creek Project"	"H0321"	10882	""	NA	"UNIT 1"	"1/1/1987"	FALSE	""	"COVERD_2_QFUNTS"	"COVE ROAD AREA LUMPED UNITS"	"Hydrodynamics"	"Montgomery Creek"	"Shasta"	"CA"
"Roaring Creek"	"H0322"	10881	""	NA	"UNIT 1"	"1/1/1987"	FALSE	""	"COVERD_2_QFUNTS"	"COVE ROAD AREA LUMPED UNITS"	"Hydrodynamics"	"Montgomery Creek"	"Shasta"	"CA"
"Bidwell Ditch"	"H0323"	10880	""	NA	"UNIT 1"	"1/1/1987"	FALSE	""	"HATLOS_6_QFUNTS"	"HAT CREEK AREA LUMPED UNITS"	"Hydrodynamics"	"Hat Creek"	"Shasta"	"CA"
"Merced Falls"	"H0324"	258	""	NA	"Unit 598"	"7/21/1930"	FALSE	""	"MERCFL_6_UNIT"	"Merced Falls"	"Pacific Gas & Electric (PG&E)"	"Snelling"	"Merced"	"CA"
"Merced ID (Parker)"	"H0325"	428	""	NA	"1"	"4/1/1982"	FALSE	""	"CRESSY_1_PARKER"	"Parker Power House"	"Merced Irrigation District"	"Nipomo"	"Merced"	"CA"
"Middle Gorge"	"H0328"	401	""	NA	"Unit 1"	"5/1/1952"	FALSE	""	""	""	"Los Angeles Department of Water & Power (LADWP)"	"Bishop"	"Mono"	"CA"
"Mill Creek 1"	"H0331"	346	""	NA	"1"	"1/17/1935"	FALSE	""	"SBERDO_6_MILLCK"	"MILL CREEK HYDRO PROJECT (AGGREGATE)"	"Southern California Edison (SCE)"	"Mentone"	"San Bernardino"	"CA"
"Mill Creek 2"	"H0332"	9762	""	NA	"1"	"8/1/1904"	FALSE	""	"SBERDO_6_MILLCK"	"MILL CREEK HYDRO PROJECT (AGGREGATE)"	"Southern California Edison (SCE)"	"Mentone"	"San Bernardino"	"CA"
"Mill Creek 3"	"H0333"	7147	""	NA	"3"	"3/1/1903"	FALSE	""	"SBERDO_6_MILLCK"	"MILL CREEK HYDRO PROJECT (AGGREGATE)"	"Southern California Edison (SCE)"	"Mentone"	"San Bernardino"	"CA"
"Mill Creek 3"	"H0333"	7147	""	NA	"4"	"10/1/1904"	FALSE	""	"SBERDO_6_MILLCK"	"MILL CREEK HYDRO PROJECT (AGGREGATE)"	"Southern California Edison (SCE)"	"Mentone"	"San Bernardino"	"CA"
"Mill Creek 3"	"H0333"	7147	""	NA	"5"	"3/1/1904"	FALSE	""	"SBERDO_6_MILLCK"	"MILL CREEK HYDRO PROJECT (AGGREGATE)"	"Southern California Edison (SCE)"	"Mentone"	"San Bernardino"	"CA"
"Moccasin Low Head"	"H0336"	751	""	NA	"UNIT 1"	"7/1/1987"	FALSE	""	""	""	"SF Public Utilities Commisson"	"Moccasin"	"Tuolumne"	"CA"
"Mojave Siphon"	"H0337"	7072	""	NA	"1"	"8/1/1996"	FALSE	""	"MOJAVE_1_UNIT 1"	"Mojave Siphon Unit 1"	"California Department of Water Resources"	"Hesperia"	"San Bernardino"	"CA"
"Mojave Siphon"	"H0337"	7072	""	NA	"2"	"8/1/1996"	FALSE	""	"MOJAVE_1_UNIT 2"	"Mojave Siphon Unit 2"	"California Department of Water Resources"	"Hesperia"	"San Bernardino"	"CA"
"Mojave Siphon"	"H0337"	7072	""	NA	"3"	"8/1/1996"	FALSE	""	"MOJAVE_1_UNIT 3"	"Mojave Siphon Unit 3"	"California Department of Water Resources"	"Hesperia"	"San Bernardino"	"CA"
"Nacimiento Hydro Project"	"H0341"	50352	""	NA	"1"	"7/1/1987"	FALSE	""	"OILFLD_7_QFUNTS"	"OIL FIELDS QF AGGREGATION"	"Monterey County Water Resources Agency"	"Bradley"	"San Luis Obispo"	"CA"
"Nacimiento Hydro Project"	"H0341"	50352	""	NA	"2"	"7/1/1987"	FALSE	""	"OILFLD_7_QFUNTS"	"OIL FIELDS QF AGGREGATION"	"Monterey County Water Resources Agency"	"Bradley"	"San Luis Obispo"	"CA"
"Monticello"	"H0343"	7646	""	NA	"1"	"6/1/1983"	FALSE	""	"MONTPH_7_UNIT 1"	"MONTICELLO Unit 1"	"Solano Irrigation District"	"Winters"	"Yolo"	"CA"
"Monticello"	"H0343"	7646	""	NA	"2"	"6/1/1983"	FALSE	""	"MONTPH_7_UNIT 2"	"MONTICELLO Unit 2"	"Solano Irrigation District"	"Winters"	"Yolo"	"CA"
"Monticello"	"H0343"	7646	""	NA	"3"	"6/1/1983"	FALSE	""	"MONTPH_7_UNIT 3"	"MONTICELLO Unit 3"	"Solano Irrigation District"	"Winters"	"Yolo"	"CA"
"Murphys"	"H0346"	261	""	NA	"6920412"	"1/1/1954"	FALSE	""	"FROGTN_7_UTICA"	"UTICA POWER HYDRO AGGREGATE"	"Utica Power Authority"	"Murphys"	"Calaveras"	"CA"
"Scotts Flat (860kW Nameplate Capacity)"	"H0347"	839	"60173A"	NA	"7P"	"2/1/1985"	FALSE	""	"RIOOSO_1_QF"	"RIO OSO AREA LUMPED QF UNITS"	"Nevada Irrigation District"	"Nevada City"	"Nevada"	"CA"
"Narrows 1"	"H0348"	262	""	NA	"Unit 553"	"12/29/1942"	FALSE	""	"NAROW1_2_UNIT"	"Narrows PH 1 Unit"	"Pacific Gas & Electric (PG&E)"	"Grass Valley"	"Nevada"	"CA"
"Nelson Creek"	"H0349"	50223	""	NA	"1"	"12/20/1988"	FALSE	""	"PIT5_7_NELSON"	""	"Nelson Creek Power Inc"	"Big Bend"	"Shasta"	"CA"
"Bowman"	"H0351"	50546	""	NA	"Unit 1"	"9/1/1986"	FALSE	""	"BOWMN_6_UNIT"	"NEVADA POWER AUTHORITY (BOWMAN)"	"Nevada Irrigation District"	"Bowman"	"Nevada"	"CA"
"Colgate"	"H0352"	454	""	NA	"1"	"3/12/1970"	FALSE	""	"COLGAT_7_UNIT 1"	"Colgate PH Unit 1"	"Yuba County Water Agency"	"Dobbins"	"Yuba"	"CA"
"Colgate"	"H0352"	454	""	NA	"2"	"3/12/1970"	FALSE	""	"COLGAT_7_UNIT 2"	"Colgate PH Unit 2"	"Yuba County Water Agency"	"Dobbins"	"Yuba"	"CA"
"New Melones"	"H0353"	6158	""	NA	"UNIT 1"	"6/1/1979"	FALSE	""	""	""	"United States Bureau of Reclamation"	"Jamestown"	"Tuolumne"	"CA"
"New Melones"	"H0353"	6158	""	NA	"UNIT 2"	"6/1/1979"	FALSE	""	""	""	"United States Bureau of Reclamation"	"Jamestown"	"Tuolumne"	"CA"
"Narrows 2"	"H0354"	455	""	NA	"1"	"6/5/1970"	FALSE	""	"NAROW2_2_UNIT"	"NARROWS PH 2 UNIT"	"Yuba County Water Agency"	"Browns Valley"	"Yuba"	"CA"
"Spicer"	"H0356"	54554	""	NA	"GEN 1"	"2/1/1990"	FALSE	""	"SPICER_1_UNIT 1"	"SPICER HYDRO UNIT 1"	"Northern California Power Agency"	"San Andreas"	"Tuolumne"	"CA"
"Spicer"	"H0356"	54554	""	NA	"GEN 2"	"2/1/1990"	FALSE	""	"SPICER_1_UNIT 2"	"SPICER HYDRO UNIT 1"	"Northern California Power Agency"	"San Andreas"	"Tuolumne"	"CA"
"Spicer"	"H0356"	54554	""	NA	"GEN 3"	"2/1/1990"	FALSE	""	"SPICER_1_UNIT 3"	"SPICER HYDRO UNIT 1"	"Northern California Power Agency"	"San Andreas"	"Tuolumne"	"CA"
"Newcastle"	"H0357"	632	""	NA	"Unit 943"	"10/28/1986"	FALSE	""	"NWCSTL_7_UNIT 1"	"Newcastle PH"	"Pacific Gas & Electric (PG&E)"	"Auburn"	"Placer"	"CA"
"Nimbus"	"H0360"	444	""	NA	"UNIT 1"	"5/1/1955"	FALSE	""	""	""	"United States Bureau of Reclamation"	"Folsom"	"Sacramento"	"CA"
"Nimbus"	"H0360"	444	""	NA	"UNIT 2"	"6/1/1955"	FALSE	""	""	""	"United States Bureau of Reclamation"	"Folsom"	"Sacramento"	"CA"
"Deadwood Creek"	"H0362"	7507	""	NA	"1"	"12/1/1993"	FALSE	""	"DEADCK_1_UNIT"	"DEADWOOD CREEK (HYDRO SIERRA ENERGY, LLC)"	"Yuba County Water Agency"	"Challenge"	"Yuba"	"CA"
"O'Neill"	"H0363"	446	""	NA	"UNIT 1"	"1/1/1968"	FALSE	""	"ONLLPP_6_UNIT 1"	"ONeill Pump-Generator Plant Unit 1"	"United States Bureau of Reclamation"	"Los Banos"	"Merced"	"CA"
"O'Neill"	"H0363"	446	""	NA	"UNIT 2"	"2/1/1968"	FALSE	""	"ONLLPP_6_UNIT 2"	"ONeill Pump-Generator Plant Unit 2"	"United States Bureau of Reclamation"	"Los Banos"	"Merced"	"CA"
"O'Neill"	"H0363"	446	""	NA	"UNIT 3"	"11/1/1967"	FALSE	""	"ONLLPP_6_UNIT 3"	"ONeill Pump-Generator Plant Unit 3"	"United States Bureau of Reclamation"	"Los Banos"	"Merced"	"CA"
"O'Neill"	"H0363"	446	""	NA	"UNIT 4"	"11/1/1967"	FALSE	""	"ONLLPP_6_UNIT 4"	"ONeill Pump-Generator Plant Unit 4"	"United States Bureau of Reclamation"	"Los Banos"	"Merced"	"CA"
"O'Neill"	"H0363"	446	""	NA	"UNIT 5"	"2/1/1968"	FALSE	""	"ONLLPP_6_UNIT 5"	"ONeill Pump-Generator Plant Unit 5"	"United States Bureau of Reclamation"	"Los Banos"	"Merced"	"CA"
"O'Neill"	"H0363"	446	""	NA	"UNIT 6"	"12/1/1967"	FALSE	""	"ONLLPP_6_UNIT 6"	"ONeill Pump-Generator Plant Unit 6"	"United States Bureau of Reclamation"	"Los Banos"	"Merced"	"CA"
"Oak Flat"	"H0364"	626	""	NA	"1"	"11/1/1985"	FALSE	""	"BUCKCK_7_OAKFLT"	"OAK FLAT PH"	"Pacific Gas & Electric (PG&E)"	"Belden"	"Plumas"	"CA"
"Rio Bravo Hydroelectric"	"H0367"	50037	""	NA	"1 - 2"	"5/1/1989"	FALSE	""	"RIOBRV_6_UNIT 1"	"KERN HYDRO (OLCESE) (aka RIO BRAVO HYDRO)"	"Olcese Water District"	"Bakersfield"	"Kern"	"CA"
"Rio Bravo Hydroelectric"	"H0367"	50037	""	NA	"1-2"	"5/1/1989"	FALSE	""	"RIOBRV_6_UNIT 1"	"KERN HYDRO (OLCESE) (aka RIO BRAVO HYDRO)"	"Olcese Water District"	"Bakersfield"	"Kern"	"CA"
"Olsen"	"H0371"	50180	"60175E"	NA	"GEN1"	"12/1/1989"	FALSE	""	"OLSEN_2_UNIT"	"OLSEN POWER PARTNERS"	"Synergics Energy Services LLC"	"Whitmore"	"Shasta"	"CA"
"Ontario 1"	"H0372"	348	""	NA	"1"	"12/1/1902"	FALSE	""	"PADUA_2_ONTARO"	"ONTARIO/SIERRA HYDRO PROJECT (AGGREGATE)"	"Southern California Edison (SCE)"	"Upland"	"San Bernardino"	"CA"
"Ontario 2"	"H0373"	349	""	NA	"1"	"6/1/1963"	FALSE	""	"PADUA_2_ONTARO"	"ONTARIO/SIERRA HYDRO PROJECT (AGGREGATE)"	"Southern California Edison (SCE)"	"Upland"	"San Bernardino"	"CA"
"Oxbow"	"H0374"	426	""	NA	"915"	"10/1/1966"	FALSE	""	"OXBOW_6_DRUM"	"Oxbow PH"	"Placer County Water Agency"	"Forest Hill"	"Placer"	"CA"
"Pardee"	"H0380"	376	""	NA	"Unit 1"	"7/1/1930"	FALSE	""	"PARDEB_2_UNIT 1"	"Pardee Unit 1"	"East Bay Municipal Utility District (EBMUD)"	"Valley Springs"	"Calaveras"	"CA"
"Pardee"	"H0380"	376	""	NA	"Unit 2"	"7/1/1930"	FALSE	""	"PARDEB_2_UNIT 2"	"Pardee Unit 2"	"East Bay Municipal Utility District (EBMUD)"	"Valley Springs"	"Calaveras"	"CA"
"Pardee"	"H0380"	376	""	NA	"Unit 3"	"6/1/1983"	FALSE	""	"PARDEB_2_UNIT 3"	"Pardee Unit 3"	"East Bay Municipal Utility District (EBMUD)"	"Valley Springs"	"Calaveras"	"CA"
"Parker"	"H0381"	447	""	NA	"UNIT 1"	"12/1/1942"	FALSE	""	""	""	"United States Bureau of Reclamation"	"Parker Dam"	"San Bernardino"	"CA"
"Parker"	"H0381"	447	""	NA	"UNIT 2"	"1/1/1943"	FALSE	""	""	""	"United States Bureau of Reclamation"	"Parker Dam"	"San Bernardino"	"CA"
"Parker"	"H0381"	447	""	NA	"UNIT 3"	"12/1/1942"	FALSE	""	""	""	"United States Bureau of Reclamation"	"Parker Dam"	"San Bernardino"	"CA"
"Parker"	"H0381"	447	""	NA	"UNIT 4"	"5/1/1943"	FALSE	""	""	""	"United States Bureau of Reclamation"	"Parker Dam"	"San Bernardino"	"CA"
"Perris"	"H0382"	481	""	NA	"1"	"2/1/1983"	FALSE	""	"VALLEY_5_PERRIS"	"MWD Perris Hydroelectric Recovery Plant"	"Metropolitan Water District"	"Perris"	"Riverside"	"CA"
"Phoenix"	"H0383"	264	""	NA	"1"	"2/1/1940"	FALSE	""	"PHOENX_1_UNIT"	"PHOENIX PH"	"Pacific Gas & Electric (PG&E)"	"Sonora"	"Tuolumne"	"CA"
"Pilot Knob"	"H0385"	388	""	NA	"UNIT 1"	"1/31/1957"	FALSE	""	""	""	"Imperial Irrigation District"	"Winterhaven"	"Imperial"	"CA"
"Pilot Knob"	"H0385"	388	""	NA	"UNIT 2"	"1/31/1957"	FALSE	""	""	""	"Imperial Irrigation District"	"Winterhaven"	"Imperial"	"CA"
"Pine Flat"	"H0387"	7907	""	NA	"Unit 1"	"1/1/1984"	FALSE	""	"PINFLT_7_UNIT 1"	"Pine Flat Unit 1"	"Kings River Conservation District"	"Piedra"	"Fresno"	"CA"
"Pine Flat"	"H0387"	7907	""	NA	"Unit 2"	"1/1/1984"	FALSE	""	"PINFLT_7_UNIT 2"	"Pine Flat Unit 2"	"Kings River Conservation District"	"Piedra"	"Fresno"	"CA"
"Pine Flat"	"H0387"	7907	""	NA	"Unit 3"	"1/1/1984"	FALSE	""	"PINFLT_7_UNIT 3"	"Pine Flat Unit 3"	"Kings River Conservation District"	"Piedra"	"Fresno"	"CA"
"Pit #1"	"H0388"	265	""	NA	"Unit 509"	"9/30/1922"	FALSE	""	"PIT1_7_UNIT 1"	"Pit PH 1 Unit 1"	"Pacific Gas & Electric (PG&E)"	"Burney"	"Shasta"	"CA"
"Pit #1"	"H0388"	265	""	NA	"Unit 511"	"9/30/1922"	FALSE	""	"PIT1_7_UNIT 2"	"Pit PH 1 Unit 2"	"Pacific Gas & Electric (PG&E)"	"Burney"	"Shasta"	"CA"
"Pit #3"	"H0389"	266	""	NA	"Unit 512"	"7/15/1925"	FALSE	""	"PIT3_7_UNIT 1"	"Pit PH 3 Unit 1"	"Pacific Gas & Electric (PG&E)"	"Burney"	"Shasta"	"CA"
"Pit #3"	"H0389"	266	""	NA	"Unit 513"	"7/15/1925"	FALSE	""	"PIT3_7_UNIT 2"	"Pit PH 3 Unit 2"	"Pacific Gas & Electric (PG&E)"	"Burney"	"Shasta"	"CA"
"Pit #3"	"H0389"	266	""	NA	"Unit 514"	"7/15/1925"	FALSE	""	"PIT3_7_UNIT 3"	"Pit PH 3 Unit 3"	"Pacific Gas & Electric (PG&E)"	"Burney"	"Shasta"	"CA"
"Pit #4"	"H0390"	267	""	NA	"Unit 515"	"10/1/1955"	FALSE	""	"PIT4_7_UNIT 1"	"Pit PH 4 Unit 1"	"Pacific Gas & Electric (PG&E)"	"Big Bend"	"Shasta"	"CA"
"Pit #4"	"H0390"	267	""	NA	"Unit 516"	"10/1/1955"	FALSE	""	"PIT4_7_UNIT 2"	"Pit PH 4 Unit 2"	"Pacific Gas & Electric (PG&E)"	"Big Bend"	"Shasta"	"CA"
"Pit #5"	"H0391"	268	""	NA	"Unit 517"	"4/29/1944"	FALSE	""	"PIT5_7_UNIT 1"	"Pit PH 5 Unit 1"	"Pacific Gas & Electric (PG&E)"	"Big Bend"	"Shasta"	"CA"
"Pit #5"	"H0391"	268	""	NA	"Unit 518"	"4/29/1944"	FALSE	""	"PIT5_7_UNIT 2"	"Pit PH 5 Unit 2"	"Pacific Gas & Electric (PG&E)"	"Big Bend"	"Shasta"	"CA"
"Pit #5"	"H0391"	268	""	NA	"Unit 519"	"4/29/1944"	FALSE	""	"PIT5_7_UNIT 3"	"Pit PH 5 Unit 3"	"Pacific Gas & Electric (PG&E)"	"Big Bend"	"Shasta"	"CA"
"Pit #5"	"H0391"	268	""	NA	"Unit 521"	"4/29/1944"	FALSE	""	"PIT5_7_UNIT 4"	"Pit PH 5 Unit 4"	"Pacific Gas & Electric (PG&E)"	"Big Bend"	"Shasta"	"CA"
"Pit #6"	"H0392"	269	""	NA	"Unit 522"	"8/14/1965"	FALSE	""	"PIT6_7_UNIT 1"	"Pit PH 6 Unit 1"	"Pacific Gas & Electric (PG&E)"	"Montgomery Creek"	"Shasta"	"CA"
"Pit #6"	"H0392"	269	""	NA	"Unit 523"	"8/14/1965"	FALSE	""	"PIT6_7_UNIT 2"	"Pit PH 6 Unit 2"	"Pacific Gas & Electric (PG&E)"	"Montgomery Creek"	"Shasta"	"CA"
"Pit #7"	"H0393"	270	""	NA	"Unit 524"	"9/10/1965"	FALSE	""	"PIT7_7_UNIT 1"	"Pit PH 7 Unit 1"	"Pacific Gas & Electric (PG&E)"	"Montgomery Creek"	"Shasta"	"CA"
"Pit #7"	"H0393"	270	""	NA	"Unit 525"	"9/10/1965"	FALSE	""	"PIT7_7_UNIT 2"	"Pit PH 7 Unit 2"	"Pacific Gas & Electric (PG&E)"	"Montgomery Creek"	"Shasta"	"CA"
"Pleasant Valley"	"H0394"	402	""	NA	"Unit 1"	"2/1/1958"	FALSE	""	""	""	"Los Angeles Department of Water & Power (LADWP)"	"Bishop"	"Inyo"	"CA"
"Poe"	"H0395"	272	""	NA	"Unit 548"	"10/26/1958"	FALSE	""	"POEPH_7_UNIT 1"	"Poe PH Unit 1"	"Pacific Gas & Electric (PG&E)"	"Storrie"	"Butte"	"CA"
"Poe"	"H0395"	272	""	NA	"Unit 549"	"10/26/1958"	FALSE	""	"POEPH_7_UNIT 2"	"Poe PH Unit 2"	"Pacific Gas & Electric (PG&E)"	"Storrie"	"Butte"	"CA"
"Poole"	"H0398"	353	""	NA	"UNIT 1"	"6/1/1924"	FALSE	""	"CONTRL_1_POOLE"	"Poole Unit 1"	"Southern California Edison (SCE)"	"Lee Vining"	"Mono"	"CA"
"Potter Valley"	"H0401"	274	""	NA	"1"	"2/1/1939"	FALSE	""	"POTTER_6_UNIT 1"	""	"Pacific Gas & Electric (PG&E)"	"Potter Valley"	"Mendocino"	"CA"
"Potter Valley"	"H0401"	274	""	NA	"2"	"3/1/1910"	FALSE	""	"POTTER_6_UNIT 2"	""	"Pacific Gas & Electric (PG&E)"	"Potter Valley"	"Mendocino"	"CA"
"Potter Valley"	"H0401"	274	""	NA	"3"	"9/1/1917"	FALSE	""	"POTTER_6_UNIT 3"	""	"Pacific Gas & Electric (PG&E)"	"Potter Valley"	"Mendocino"	"CA"
"Ralston"	"H0406"	427	""	NA	"914"	"10/1/1966"	FALSE	""	"RALSTN_7_UNIT 1"	"Ralston PH"	"Placer County Water Agency"	"Foresthill"	"Placer"	"CA"
"Red Mountain"	"H0408"	484	""	NA	"1"	"3/1/1985"	FALSE	""	"VALLEY_5_REDMTN"	"MWD Red Mountain Hydroelectric Recovery Plant"	"Metropolitan Water District"	"Fallbrook"	"San Diego"	"CA"
"Rio Hondo"	"H0412"	482	""	NA	"1"	"12/1/1993"	FALSE	""	"CENTER_2_RHONDO"	"MWD Rio Hondo Hydroelectric Recovery Plant"	"Metropolitan Water District"	"South Gate"	"Los Angeles"	"CA"
"Robbs Peak"	"H0414"	433	""	NA	"Unit 1"	"10/1/1965"	FALSE	""	""	""	"Sacramento Municipal Utility District (SMUD)"	"Randall"	"El Dorado"	"CA"
"Rock Creek"	"H0417"	275	""	NA	"Unit 550"	"3/1/1950"	FALSE	""	"RCKCRK_7_UNIT 2"	"Rock Creek Unit 2"	"Pacific Gas & Electric (PG&E)"	"Storrie"	"Plumas"	"CA"
"Rock Creek"	"H0417"	275	""	NA	"Unit 551"	"3/1/1950"	FALSE	""	"RCKCRK_7_UNIT 1"	"Rock Creek Unit 1"	"Pacific Gas & Electric (PG&E)"	"Storrie"	"Plumas"	"CA"
"Rock Creek L.P."	"H0422"	50892	""	NA	"1"	"4/1/1986"	FALSE	""	"PLACVL_1_RCKCRE"	"ROCK CREEK L.P."	"Sithe Energies Inc"	"Camino"	"El Dorado"	"CA"
"Rock Creek L.P."	"H0422"	50892	""	NA	"2"	"4/1/1986"	FALSE	""	"PLACVL_1_RCKCRE"	"ROCK CREEK L.P."	"Sithe Energies Inc"	"Camino"	"El Dorado"	"CA"
"Rollins"	"H0424"	34	""	NA	"UNIT 1"	"8/1/1980"	FALSE	""	"ROLLIN_6_UNIT"	"Rollins PH"	"Nevada Irrigation District"	"Colfax"	"Nevada"	"CA"
"Rush Creek"	"H0426"	357	""	NA	"1"	"10/1/1916"	FALSE	""	"CONTRL_1_RUSHCK"	"RUSH CREEK PLANT (AGGREGATE)"	"Southern California Edison (SCE)"	"June Lake"	"Mono"	"CA"
"Rush Creek"	"H0426"	357	""	NA	"2"	"12/1/1917"	FALSE	""	"CONTRL_1_RUSHCK"	"RUSH CREEK PLANT (AGGREGATE)"	"Southern California Edison (SCE)"	"June Lake"	"Mono"	"CA"
"Kanaka"	"H0427"	54653	""	NA	"KAN1"	"12/1/1988"	FALSE	""	"KANAKA_1_UNIT"	"STS HYDROPOWER LTD. (KANAKA)"	"Northbrook Power Management LLC"	"Feather Falls"	"Butte"	"CA"
"Kekawaka"	"H0428"	54654	""	NA	"KEK1"	"12/1/1989"	FALSE	""	"KEKAWK_6_UNIT"	"Kekawaka Creek Hydroelectic Facility"	"Northbrook Power Management LLC"	"Unincorporated"	"Trinity"	"CA"
"Salt Springs"	"H0431"	279	""	NA	"Unit 580"	"6/15/1931"	FALSE	""	"SALTSP_7_UNIT 1"	"Salt Springs Unit 1"	"Pacific Gas & Electric (PG&E)"	"Pioneer"	"Amador"	"CA"
"Salt Springs"	"H0431"	279	""	NA	"Unit 581"	"6/15/1931"	FALSE	""	"SALTSP_7_UNIT 2"	"Salt Springs Unit 2"	"Pacific Gas & Electric (PG&E)"	"Pioneer"	"Amador"	"CA"
"San Dimas Hydro Recovery Plant"	"H0437"	6646	""	NA	"1"	"3/1/1981"	FALSE	""	"PADUA_6_MWDSDM"	"SAN DIMAS HYDRO RECOVERY PLANT"	"Metropolitan Water District"	"San Dimas"	"Los Angeles"	"CA"
"San Fernando"	"H0438"	403	""	NA	"Unit 1"	"10/22/1922"	FALSE	""	""	""	"Los Angeles Department of Water & Power (LADWP)"	"Sylmar"	"Los Angeles"	"CA"
"San Fernando"	"H0438"	403	""	NA	"Unit 2"	"10/22/1922"	FALSE	""	""	""	"Los Angeles Department of Water & Power (LADWP)"	"Sylmar"	"Los Angeles"	"CA"
"San Francisquito 2"	"H0440"	6480	""	NA	"Unit 1"	"7/6/1920"	FALSE	""	""	""	"Los Angeles Department of Water & Power (LADWP)"	"Saugus"	"Los Angeles"	"CA"
"San Francisquito 2"	"H0440"	6480	""	NA	"Unit 2"	"8/1/1920"	FALSE	""	""	""	"Los Angeles Department of Water & Power (LADWP)"	"Saugus"	"Los Angeles"	"CA"
"San Francisquito 2"	"H0440"	6480	""	NA	"Unit 3"	"9/1/1932"	FALSE	""	""	""	"Los Angeles Department of Water & Power (LADWP)"	"Saugus"	"Los Angeles"	"CA"
